,231N,501N,502N,505N,219N,416N,418N,234N,235N,245N,247N,250N,503N,214N,635N,244N,213N,218N,640N,230N,243N,504N,217N,222N,631N,423N,242N,216N,241N,229N,221N,215N,228N,220N,239N,246N,629N,137N,420N,132N,626N,621N,128N,233N,127N,419N,123N,120N,227N,226N,225N,212N,211N,210N,209N,208N,207N,206N,205N,204N,257N,256N,255N,254N,253N,252N,251N,249N,248N,201N
117850_5..N71R::1404705600.0,,1404782171,1404781961,1404781601,1404780731,1404780251,1404778211,1404777611,1404777521,1404776741,1404776531,,1404781841,1404781211,1404778571,1404776831,1404781391,1404780821,1404778331,,1404776891,1404781691,1404780911,1404780431,1404778811,1404777761,1404777011,1404781001,1404777101,,1404780551,1404781091,,1404780671,1404777221,1404776651,1404778991,,1404778031,,1404779201,1404780041,,,,1404778121,,,,,,,,,,,,,,,,,,,,,,,,
118900_5..N71R::1404705600.0,,1404782951,1404782741,1404782351,1404781361,1404780761,1404778721,1404778151,1404778031,1404777221,1404777011,,1404782591,1404781931,1404779111,1404777311,1404782081,1404781451,1404778841,,1404777401,1404782441,1404781541,1404781001,1404779381,1404778301,1404777491,1404781661,1404777581,,1404781091,1404781781,,1404781271,1404777761,1404777131,1404779561,,1404778571,,1404780131,1404780461,,,,1404778661,,,,,,,,,,,,,,,,,,,,,,,,
119700_5..N71R::1404705600.0,,1404783431,1404783191,1404782861,1404781961,1404781271,1404779141,1404778541,1404778481,1404777611,1404777401,,1404783071,1404782471,1404779531,1404777701,1404782591,1404782021,1404779261,,1404777791,1404782951,1404782111,1404781661,1404779981,1404778661,1404777851,1404782231,1404778001,,1404781751,1404782351,,1404781871,1404778151,1404777521,1404780251,,1404778991,,1404780491,1404780941,,,,1404779081,,,,,,,,,,,,,,,,,,,,,,,,
120950_5..N71R::1404705600.0,,1404783761,1404783581,1404783191,1404782381,1404781871,1404779861,1404779321,1404779231,1404778421,1404778241,,1404783431,1404782831,1404780251,1404778511,1404782981,1404782441,1404779981,,1404778571,1404783311,1404782531,1404782081,1404780521,1404779471,1404778661,1404782591,1404778841,,1404782171,1404782741,,1404782291,1404778991,1404778331,1404780671,,1404779711,,1404780851,1404781451,,,,1404779771,,,,,,,,,,,,,,,,,,,,,,,,
121800_5..N71R::1404705600.0,,1404784091,1404783911,1404783581,1404782771,1404782291,1404780371,1404779831,1404779771,1404778961,1404778781,,1404783791,1404783191,1404780731,1404779051,1404783341,1404782831,1404780461,,1404779141,1404783641,1404782921,1404782501,1404780971,1404779981,1404779231,1404782981,1404779351,,1404782591,1404783101,,1404782681,1404779501,1404778901,1404781091,,1404780221,,1404781271,1404782021,,,,1404780281,,,,,,,,,,,,,,,,,,,,,,,,
123100_5..N71R::1404705600.0,,1404784811,1404784601,1404784241,1404783371,1404782831,1404781091,1404780491,1404780401,1404779621,1404779411,,1404784481,1404783881,1404781451,1404779711,1404784031,1404783461,1404781181,,1404779801,1404784301,1404783551,1404782981,1404781691,1404780641,1404779891,1404783641,1404779981,,1404783131,1404783761,,1404783281,1404780131,1404779531,1404781871,,1404780941,,1404782081,1404782591,,,,1404781001,,,,,,,,,,,,,,,,,,,,,,,,
126450_5..N73R::1404705600.0,,1404785141,1404784961,1404784601,1404783731,1404783191,1404781631,,,,,,1404784811,1404784211,1404782021,,1404784361,1404783791,1404781751,,,1404784661,1404783881,1404783401,1404782291,,,1404783971,,,1404783521,1404784091,,1404783641,,,1404782471,,1404781451,,1404782651,1404782951,,,,1404781541,,,,,,,,,,,,,,,,,,,,,,,,
127450_5..N73R::1404705600.0,,1404785321,1404785261,1404784931,1404784121,1404783641,1404782171,,,,,,1404785111,1404784571,1404782531,,1404784721,1404784181,1404782291,,,1404784991,1404784271,1404783821,1404782771,,,1404784361,,,1404783911,1404784481,,1404784031,,,1404782921,,1404788021,,1404783101,1404783431,,,,1404782111,,,,,,,,,,,,,,,,,,,,,,,,
128450_5..N73R::1404705600.0,,1404786341,1404786101,1404785771,1404784961,1404784481,1404782771,,,,,,1404785981,1404785441,1404783101,,1404785561,1404785021,1404782891,,,1404785861,1404785111,1404784661,1404783431,,,1404785201,,,1404784781,1404785321,,1404784871,,,1404783551,,1404782651,,1404783761,1404784271,,,,1404782711,,,,,,,,,,,,,,,,,,,,,,,,
129450_5..N73R::1404705600.0,,1404787151,1404786911,1404786551,1404785591,1404785081,1404783401,,,,,,1404786761,1404786131,1404783791,,1404786281,1404785681,1404783521,,,1404786611,1404785771,1404785291,1404784091,,,1404785861,,,1404785381,1404785981,,1404785501,,,1404784241,,1404783251,,1404784421,1404784781,,,,1404783341,,,,,,,,,,,,,,,,,,,,,,,,
130450_5..N73R::1404705600.0,,1404787541,1404787361,1404786971,1404786101,1404785591,1404784031,,,,,,1404787211,1404786611,1404784391,,1404786761,1404786161,1404784151,,,1404787061,1404786281,1404785771,1404784661,,,1404786371,,,1404785861,1404786461,,1404785981,,,1404784811,,1404783851,,1404785021,1404785321,,,,1404783941,,,,,,,,,,,,,,,,,,,,,,,,
131450_5..N73R::1404705600.0,,1404787841,1404787631,1404787301,1404786461,1404785981,1404784601,,,,,,1404787511,1404786911,1404784931,,1404787091,1404786521,1404784661,,,1404787391,1404786611,1404786161,1404785201,,,1404786701,,,1404786251,1404786791,,1404786371,,,1404785381,,1404784451,,1404785561,1404785831,,,,1404784481,,,,,,,,,,,,,,,,,,,,,,,,
132450_5..N73R::1404705600.0,,1404788741,1404788411,1404788081,1404787061,1404786581,1404785201,,,,,,1404788291,1404787631,1404785561,,1404787811,1404787151,1404785321,,,1404788171,1404787211,1404786761,1404785801,,,1404787331,,,1404786821,1404787511,,1404787001,,,1404785921,,1404785051,,1404786131,1404786401,,,,1404785111,,,,,,,,,,,,,,,,,,,,,,,,
133450_5..N73R::1404705600.0,,1404789251,1404788771,1404788441,1404787631,1404787181,1404785771,,,,,,1404788651,1404788081,1404786131,,1404788231,1404787691,1404785891,,,1404788531,1404787781,1404787331,1404786431,,,1404787871,,,1404787421,1404787961,,1404787541,,,1404786581,,1404785651,,1404786791,1404787031,,,,1404785711,,,,,,,,,,,,,,,,,,,,,,,,
134450_5..N73R::1404705600.0,,1404785441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404785321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135450_5..N73R::1404705600.0,,1404790391,1404790211,1404789821,1404788861,1404788381,1404787001,,,,,,1404790061,1404789431,1404787331,,1404789581,1404788981,1404787091,,,1404789941,1404789041,1404788531,1404787601,,,1404789161,,,1404788651,1404789281,,1404788771,,,1404787751,,1404786821,,1404787961,1404788231,,,,1404786911,,,,,,,,,,,,,,,,,,,,,,,,
136450_5..N73R::1404705600.0,,1404791111,1404790901,1404790511,1404789581,1404789071,1404787631,,,,,,1404790781,1404790091,1404787991,,1404790241,1404789671,1404787721,,,1404790661,1404789731,1404789281,1404788351,,,1404789851,,,1404789371,1404789971,,1404789491,,,1404788501,,1404787481,,1404788681,1404788951,,,,1404787541,,,,,,,,,,,,,,,,,,,,,,,,
137600_5..N73R::1404705600.0,,1404791981,1404791471,1404791021,1404790241,1404789731,1404788201,,,,,,1404791321,1404790721,1404788531,,1404790841,1404790301,1404788291,,,1404791111,1404790391,1404789941,1404788891,,,1404790481,,,1404790031,1404790601,,1404790151,,,1404789071,,1404788051,,1404789251,1404789551,,,,1404788111,,,,,,,,,,,,,,,,,,,,,,,,
138800_5..N73R::1404705600.0,,,,,1404790841,1404790391,1404789011,,,,,,,1404791351,1404789371,,1404791981,1404790931,1404789131,,,,1404791021,1404790511,1404789611,,,1404791111,,,1404790661,,,1404790781,,,1404789791,,1404788861,,1404789971,1404790241,,,,1404788921,,,,,,,,,,,,,,,,,,,,,,,,
138000_5..N73R::1404705600.0,,1404791981,1404791801,1404791411,1404790451,1404789971,1404788471,,,,,,1404791561,1404790991,1404788861,,1404791111,1404790511,1404788591,,,1404791531,1404790601,1404790151,1404789161,,,1404790751,,,1404790241,1404790841,,1404790361,,,1404789281,,1404788321,,1404789521,1404789791,,,,1404788381,,,,,,,,,,,,,,,,,,,,,,,,
144300_5..N32R::1404792000.0,,1404793391,1404793031,1404792701,,,,,,,,,1404792911,,,,1404792401,,,,,1404792791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002300_5..N32R::1404792000.0,,1404794171,1404794081,1404793751,,,,,,,,,1404793961,,,,1404793541,,,,,1404793841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137600_5..N73R::1404792000.0,,1404792191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138800_5..N73R::1404792000.0,,1404792881,1404792641,1404792311,,,,,,,,,1404792521,,,,,,,,,1404792401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138000_5..N73R::1404792000.0,,1404792551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004300_5..N32R::1404792000.0,,1404795521,1404795311,1404794951,,,,,,,,,1404795191,,,,1404794711,,,,,1404795041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006300_5..N32R::1404792000.0,,1404796721,1404796541,1404796181,,,,,,,,,1404796391,,,,1404795941,,,,,1404796271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008300_5..N32R::1404792000.0,,1404797771,1404797561,1404797201,,,,,,,,,1404797441,,,,1404796961,,,,,1404797321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010300_5..N32R::1404792000.0,,1404798821,1404798671,1404798311,,,,,,,,,1404798521,,,,1404798101,,,,,1404798401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012300_5..N32R::1404792000.0,,1404800321,1404800111,1404799751,,,,,,,,,1404799991,,,,1404799511,,,,,1404799871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014300_5..N32R::1404792000.0,,1404801341,1404801161,1404800831,,,,,,,,,1404801041,,,,1404800591,,,,,1404800921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016300_5..N32R::1404792000.0,,1404802421,1404802241,1404801911,,,,,,,,,1404802121,,,,1404801761,,,,,1404802001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
018300_5..N32R::1404792000.0,,1404803711,1404803531,1404803201,,,,,,,,,1404803381,,,,1404802961,,,,,1404803291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020300_5..N32R::1404792000.0,,1404804971,1404804791,1404804431,,,,,,,,,1404804641,,,,1404804191,,,,,1404804521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022300_5..N32R::1404792000.0,,1404805991,1404805841,1404805511,,,,,,,,,1404805721,,,,1404805331,,,,,1404805601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024300_5..N32R::1404792000.0,,1404807401,1404807191,1404806831,,,,,,,,,1404807071,,,,1404806561,,,,,1404806951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026300_5..N32R::1404792000.0,,1404808421,1404808241,1404807941,,,,,,,,,1404808121,,,,1404807761,,,,,1404808001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028300_5..N32R::1404792000.0,,1404809621,1404809441,1404809111,,,,,,,,,1404809321,,,,1404808901,,,,,1404809201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030300_5..N32R::1404792000.0,,1404811061,1404810701,1404810341,,,,,,,,,1404810581,,,,1404810101,,,,,1404810461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032300_5..N32R::1404792000.0,,1404812411,1404811811,1404811481,,,,,,,,,1404811691,,,,1404811271,,,,,1404811571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034300_5..N01R::1404792000.0,,1404813491,1404813281,1404812921,,,,,,,,,1404813161,,,,1404812681,,,,,1404812981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034950_5..N60R::1404792000.0,,1404817931,1404817781,1404817421,1404816671,1404816251,1404814841,1404814331,1404814241,,,1404813611,1404817631,1404817121,1404815201,,1404817241,1404816761,1404814961,,,1404817511,1404816821,1404816401,1404815441,1404814451,,1404816911,,,1404816491,1404817031,,1404816581,1404814001,,1404815591,,1404814721,,1404815801,1404816101,,,,1404814781,,,,,,,,,,,,,,,1404812981,1404813071,1404813161,1404813221,1404813341,1404813371,1404813521,1404813731,1404813911,
036650_5..N71R::1404792000.0,,1404819101,1404818921,1404818561,1404817691,1404817211,1404815621,1404815051,1404814961,1404814151,1404813941,,1404818771,1404818171,1404816041,1404814241,1404818351,1404817781,1404815741,,1404814331,1404818651,1404817841,1404817361,1404816311,1404815201,1404814421,1404817931,1404814511,,1404817481,1404818051,,1404817601,1404814661,1404814061,1404816461,,1404815471,,1404816641,1404817001,,,,1404815561,,,,,,,,,,,,,,,,,,,,,,,,
036300_5..N01R::1404792000.0,,1404814691,1404814331,1404813971,,,,,,,,,1404814211,,,,1404813731,,,,,1404814061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037850_5..N71R::1404792000.0,,1404819581,1404819371,1404819011,1404818141,1404817691,1404816281,1404815741,1404815621,1404814871,1404814691,,1404819221,1404818591,1404816641,1404814961,1404818831,1404818201,1404816401,,1404815051,1404819101,1404818291,1404817841,1404816881,1404815891,1404815141,1404818411,1404815231,,1404817931,1404818501,,1404818081,1404815381,1404814811,1404817031,,1404816161,,1404817241,1404817541,,,,1404816221,,,,,,,,,,,,,,,,,,,,,,,,
038300_5..N01R::1404792000.0,,1404815741,1404815561,1404815201,,,,,,,,,1404815411,,,,1404814931,,,,,1404815291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039050_5..N71R::1404792000.0,,1404820511,1404820301,1404819971,1404819101,1404818621,1404817241,1404816641,1404816581,1404815741,1404815441,,1404820181,1404819581,1404817601,1404815801,1404819731,1404819191,1404817361,,1404815921,1404820061,1404819251,1404818801,1404817841,1404816791,1404816011,1404819341,1404816131,,1404818921,1404819461,,1404819011,1404816311,1404815591,1404818021,,1404817061,,1404818201,1404818471,,,,1404817121,,,,,,,,,,,,,,,,,,,,,,,,
040050_5..N71R::1404792000.0,,1404821261,1404821081,1404820751,1404819971,1404819461,1404817931,1404817331,1404817271,1404816461,1404816251,,1404820961,1404820421,1404818351,1404816551,1404820571,1404820061,1404818081,,1404816641,1404820841,1404820121,1404819671,1404818621,1404817511,1404816731,1404820211,1404816821,,1404819791,1404820331,,1404819911,1404817001,1404816371,1404818771,,1404817781,,1404819011,1404819281,,,,1404817871,,,,,,,,,,,,,,,,,,,,,,,,
040300_5..N01R::1404792000.0,,1404817121,1404816911,1404816551,,,,,,,,,1404816791,,,,1404816281,,,,,1404816641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040900_5..N71R::1404792000.0,,1404822221,1404822011,1404821651,1404820721,1404820211,1404818561,1404817901,1404817781,1404816851,1404816611,,1404821891,1404821231,1404819011,1404816971,1404821381,1404820781,1404818681,,1404817061,1404821741,1404820871,1404820391,1404819281,1404818081,1404817121,1404820991,1404817331,,1404820481,1404821111,,1404820631,1404817511,1404816761,1404819461,,1404818381,,1404819671,1404820001,,,,1404818441,,,,,,,,,,,,,,,,,,,,,,,,
042050_5..N71R::1404792000.0,,1404822491,1404822311,1404821951,1404821111,1404820601,1404818981,1404818351,1404818261,1404817421,1404817211,,1404822161,1404821591,1404819371,1404817511,1404821771,1404821171,1404819101,,1404817601,1404822041,1404821261,1404820781,1404819671,1404818531,1404817691,1404821351,1404817781,,1404820871,1404821441,,1404820991,1404817931,1404817331,1404819821,,1404818801,,1404820031,1404820391,,,,1404818891,,,,,,,,,,,,,,,,,,,,,,,,
042950_5..N71R::1404792000.0,,1404823121,1404822791,1404822431,1404821561,1404820991,1404819491,1404818921,1404818861,1404817991,1404817751,,1404822671,1404822041,1404819911,1404818081,1404822221,1404821651,1404819581,,1404818171,1404822551,1404821711,1404821231,1404820181,1404819071,1404818201,1404821831,1404818411,,1404821351,1404821921,,1404821441,1404818561,1404817901,1404820361,,1404819341,,1404820571,1404820871,,,,1404819431,,,,,,,,,,,,,,,,,,,,,,,,
043850_5..N71R::1404792000.0,,1404823241,1404823001,1404822671,1404821861,1404821411,1404819941,1404819401,1404819281,1404818561,1404818351,,1404822881,1404822311,1404820361,1404818651,1404822461,1404821951,1404820061,,1404818741,1404822761,1404822011,1404821561,1404820631,1404819551,1404818801,1404822101,1404818891,,1404821681,1404822221,,1404821771,1404819041,1404818471,1404820781,,1404819821,,1404820961,1404821231,,,,1404819881,,,,,,,,,,,,,,,,,,,,,,,,
044450_5..N71R::1404792000.0,,,,,,,,,,,1404818771,,,,,,,,,,,,,,,,,,,,,,,,,1404818801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
045050_5..N71R::1404792000.0,,,,,,,,,,,1404818891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
045600_5..N71R::1404792000.0,,1404824951,1404824741,1404824411,1404823481,1404822881,1404821381,1404820631,1404820541,1404819671,1404819431,,1404824651,1404823991,1404821771,1404819761,1404824201,1404823541,1404821501,,1404819851,1404824471,1404823631,1404823091,1404822071,1404820781,1404819941,1404823751,1404820031,,1404823241,1404823871,,1404823361,1404820241,1404819581,1404822251,,1404820991,,1404822461,1404822701,,,,1404821141,,,,,,,,,,,,,,,,,,,,,,,,
046400_5..N71R::1404792000.0,,1404825371,1404825191,1404824861,1404824021,1404823541,1404821891,1404820991,1404820961,1404820031,1404819821,,1404825071,1404824471,1404822341,1404820121,1404824651,1404824081,1404822011,,1404820211,1404824951,1404824171,1404823691,1404822581,1404821231,1404820301,1404824231,1404820451,,1404823781,1404824381,,1404823931,1404820601,1404819941,1404822791,,1404821711,,1404823001,1404823391,,,,1404821801,,,,,,,,,,,,,,,,,,,,,,,,
046950_5..N24R::1404792000.0,,,,,1404824321,1404823871,1404822191,1404821411,1404821261,1404820421,1404820211,,,1404824831,1404822641,1404820541,1404825131,1404824411,1404822341,,1404820631,,1404824471,1404824021,1404822941,1404821591,1404820721,1404824621,1404820811,,1404824141,1404824741,,1404824231,1404820991,1404820331,1404823121,,1404821981,,1404823331,1404823691,,,,1404822071,,,,,,,,,,,,,,,,,,,,,,,,
047450_5..N14R::1404792000.0,,,,,1404824711,1404824231,1404822551,1404821831,1404821741,,,1404821171,,1404825311,1404823031,,1404825461,1404824831,1404822701,,,,1404824891,1404824411,1404823361,1404822011,,1404825011,,,1404824471,1404825131,,1404824621,1404821351,,1404823511,,1404822371,,1404823691,1404824081,,,,1404822461,,,,,,,,,,,,,,,1404820451,1404820541,1404820631,1404820721,1404820811,1404820871,1404820991,,,
047500_5..N71R::1404792000.0,,1404826121,1404825941,1404825611,1404824621,1404824141,1404822461,1404821711,1404821621,1404820721,1404820511,,1404825791,1404825191,1404822941,1404820811,1404825371,1404824711,1404822581,,1404820871,1404825701,1404824801,1404824321,1404823241,1404821861,1404820991,1404824891,1404821081,,1404824411,1404825011,,1404824471,1404821261,1404820631,1404823391,,1404822281,,1404823601,1404823961,,,,1404822371,,,,,,,,,,,,,,,,,,,,,,,,
044750_5..N71R::1404792000.0,,1404823841,1404823661,1404823301,1404822461,1404822011,1404820571,1404819971,1404819881,1404818981,,,1404823511,1404822941,1404820961,1404819131,1404823091,1404822551,1404820691,,1404819191,1404823391,1404822641,1404822161,1404821201,1404820121,1404819281,1404822701,1404819431,,1404822281,1404822821,,1404822371,1404819581,1404818891,1404821381,,1404820391,,1404821591,1404821861,,,,1404820481,,,,,,,,,,,,,,,,,,,,,,,,
048250_5..N71R::1404792000.0,,1404827051,1404826751,1404826451,1404825551,1404825041,1404822941,1404822251,1404822161,1404821231,1404820991,,1404826661,1404826031,1404823481,1404821321,1404826211,1404825611,1404823091,,1404821411,1404826541,1404825701,1404825221,1404823841,1404822461,1404821531,1404825791,1404821621,,1404825341,1404825911,,1404825461,1404821831,1404821141,1404824021,,1404822761,,1404824201,1404824831,,,,1404822851,,,,,,,,,,,,,,,,,,,,,,,,
048750_5..N71R::1404792000.0,,1404827351,1404827261,1404826841,1404825941,1404825371,1404823211,1404822581,1404822461,1404821591,1404821381,,1404827111,1404826451,1404823781,1404821681,1404826631,1404826001,1404823361,,1404821771,1404826991,1404826091,1404825611,1404824141,1404822701,1404821891,1404826211,1404822041,,1404825731,1404826301,,1404825851,1404822191,1404821501,1404824291,,1404823031,,1404824471,1404825161,,,,1404823121,,,,,,,,,,,,,,,,,,,,,,,,
049600_5..N64R::1404792000.0,,,,,,1404825881,1404823781,1404823151,1404823031,1404822101,1404821891,,,,1404824321,1404822221,,,1404823901,,1404822311,,,1404826061,1404824681,1404823301,1404822401,,1404822551,,1404826181,,,,1404822701,1404822011,1404824801,,1404823571,,1404825251,1404825731,,,,1404823661,,,,,,,,,,,,,,,,,,,,,,,,
050050_5..N71R::1404792000.0,,1404828011,1404827891,1404827591,1404826661,1404826211,1404824231,1404823601,1404823481,1404822461,1404822221,,1404827801,1404827261,1404824681,1404822551,1404827351,1404826751,1404824381,,1404822641,1404827681,1404826841,1404826361,1404824921,1404823781,1404822701,1404826991,1404822821,,1404826481,1404827111,,1404826631,1404823031,1404822371,1404825101,,1404824081,,1404825581,1404826001,,,,1404824171,,,,,,,,,,,,,,,,,,,,,,,,
050550_5..N71R::1404792000.0,,,,1404827831,1404826991,1404826451,1404824471,1404823871,1404823781,1404822791,1404822551,,1404828011,1404827351,1404824951,1404822881,1404827621,1404827081,1404824651,,1404822971,1404827891,1404827171,1404826631,1404825221,1404824051,1404823061,1404827261,1404823151,,1404826751,1404827321,,1404826871,1404823301,1404822701,1404825461,,1404824291,,1404825791,1404826271,,,,1404824411,,,,,,,,,,,,,,,,,,,,,,,,
051650_5..N66R::1404792000.0,,1404828731,1404828461,1404828011,1404827261,1404826601,1404824711,1404824081,1404823991,1404823181,1404822971,,,1404827711,1404825101,1404823271,1404827891,1404827321,1404824831,,1404823361,,1404827351,1404826841,1404825491,1404824231,1404823451,,1404823541,,1404827021,1404827561,,1404827141,1404823691,1404823091,1404825671,,1404824471,,1404825941,1404826421,,,,1404824621,,,,,,,,,,,,,,,,,,,,,,,,
051900_5..N73R::1404792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404823931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
052200_5..N65R::1404792000.0,,,,,,,,,,,,1404827621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
052350_5..N66R::1404792000.0,,1404829061,1404828881,1404828491,,1404827051,1404825311,1404824621,1404824471,1404823601,1404823391,,1404828731,1404828011,1404825671,1404823691,,1404827621,1404825431,,1404823811,1404828581,1404827711,1404827261,1404825941,1404824741,1404823901,1404827831,1404824051,,1404827321,1404827951,,1404827351,1404824201,1404823511,1404826121,,1404825101,,1404826301,1404826751,,,,1404825191,,,,,,,,,,,,,,,,,,,,,,,,
052950_5..N66R::1404792000.0,,,,,,,,,,,1404823421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053400_5..N66R::1404792000.0,,,,,,,,,,,1404823721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054250_5..N66R::1404792000.0,,1404829901,1404829721,1404829391,1404828401,1404827981,1404826421,1404825791,1404825731,1404824681,1404824441,,1404829601,1404828971,1404826751,1404824831,1404829151,1404828551,1404826511,,1404824921,1404829481,1404828641,1404828011,1404827141,1404825971,1404825041,1404828731,1404825281,,,1404828761,,1404828371,1404825431,1404824561,1404827291,,1404826241,,1404827351,1404827831,,,,1404826331,,,,,,,,,,,,,,,,,,,,,,,,
054850_5..N66R::1404792000.0,,1404830591,1404830321,1404829961,1404828971,1404828461,1404826871,1404826241,1404826151,1404825191,1404824951,,1404830201,1404829481,1404827321,1404825281,1404829661,1404829091,1404827051,,1404825371,1404830051,1404829181,1404828641,1404827351,1404826391,1404825461,1404829271,1404825671,,1404828761,1404829391,,1404828881,1404825851,1404825101,1404827681,,1404826721,,1404827891,1404828011,,,,1404826751,,,,,,,,,,,,,,,,,,,,,,,,
054900_5..N67R::1404792000.0,,,,,,1404827321,1404825551,,,,,,,,1404825971,,1404827711,,1404825671,,,,,1404827351,1404826241,,,,,,1404827681,,,,,,1404826391,,1404825371,,1404826601,1404827201,,,,1404825461,,,,,,,,,,,,,,,,,,,,,,,,
053300_5..N65R::1404792000.0,,,,,,1404827201,1404825431,1404824741,1404824681,,,1404823991,,,1404825851,,,,1404825551,,,,,1404827351,1404826091,1404824921,,,,,1404827561,,,,1404824321,,1404826271,,1404825221,,1404826451,1404827021,,,,1404825311,,,,,,,,,,,,,,,,,,,,,,,,
056050_5..N66R::1404792000.0,,1404831791,1404831581,1404831191,1404829871,1404829121,1404827681,1404826871,1404826751,1404825791,1404825611,,1404831431,1404830591,1404828011,1404825881,1404830831,1404829961,1404827801,,1404825971,1404831281,1404830051,1404829481,1404828341,1404827171,1404826061,1404830141,1404826271,,1404829661,1404830261,,1404829781,1404826421,1404825731,1404828521,,1404827351,,1404828701,1404828971,,,,1404827561,,,,,,,,,,,,,,,,,,,,,,,,
056600_5..N69R::1404792000.0,,,,,,1404828011,1404826511,,,,,,,,1404826991,,,,1404826631,,,,,,1404827261,,,,,,,,,,,,1404827351,,1404826361,,,1404827951,,,,1404826421,,,,,,,,,,,,,,,,,,,,,,,,
056350_5..N65R::1404792000.0,,,,,,,,,,,,1404831221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057050_5..N66R::1404792000.0,,1404832211,1404832031,1404831701,1404830291,1404829631,1404828011,1404827351,1404827321,1404826421,1404826241,,1404831941,1404830951,1404828491,1404826511,1404831341,1404830381,,,1404826631,1404831791,1404830471,1404829961,1404828731,,1404826661,1404830561,1404826751,,1404830051,1404830831,,1404830201,1404826961,1404826361,1404828971,,1404827861,,1404829211,1404829451,,,,1404827951,,,,,,,,,,,,,,,,,,,,,,,,
057750_5..N66R::1404792000.0,,1404832691,1404832481,1404832121,1404830561,1404829991,1404828551,1404827891,1404827831,1404826901,1404826751,,1404832331,1404831401,1404828911,1404827051,1404831641,1404830651,1404828641,,1404827141,1404832211,1404830711,1404830231,1404829181,1404828011,1404827201,1404831071,1404827351,,1404830321,1404831221,,1404830441,1404827561,1404826541,1404829331,,1404828371,,1404829541,1404829811,,,,1404828461,,,,,,,,,,,,,,,,,,,,,,,,
058950_5..N69R::1404792000.0,,,,,,1404829031,1404827591,,,,,,,,1404827981,,,,1404827681,,,,,1404829271,1404828011,,,,,,1404829451,,,,,,1404828371,,1404827351,,1404828551,1404828761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
